District/ Barangay,City/ Major Area,zip_code,PORT CODE,ODZ FLAG
POBLACION VIEJA (LONGSUDAAN),BATUAN,,TAG,DEL
QUEZON,BATUAN,,TAG,DEL
QUIRINO,BATUAN,,TAG,DEL
RIZAL,BATUAN,,TAG,ODZ
ROSARIOHAN,BATUAN,,TAG,DEL
SANTA CRUZ,BATUAN,,TAG,DEL
BILANGBILANGAN DAKO,BIEN UNIDO,,TAG,ODZ
BILANGBILANGAN DIOT,BIEN UNIDO,,TAG,ODZ
HINGOTANAN EAST,BIEN UNIDO,,TAG,ODZ
HINGOTANAN WEST,BIEN UNIDO,,TAG,ODZ
LIBERTY,BIEN UNIDO,,TAG,DEL
MALINGIN,BIEN UNIDO,,TAG,ODZ
MANDAWA,BIEN UNIDO,,TAG,DEL
MAOMAWAN,BIEN UNIDO,,TAG,ODZ
NUEVA ESPERANZA,BIEN UNIDO,,TAG,DEL
NUEVA ESTRELLA,BIEN UNIDO,,TAG,DEL
PINAMGO,BIEN UNIDO,,TAG,ODZ
POBLACION (BIEN UNIDO),BIEN UNIDO,,TAG,DEL
PUERTO SAN PEDRO,BIEN UNIDO,,TAG,DEL
SAGASA,BIEN UNIDO,,TAG,ODZ
TUBORAN,BIEN UNIDO,,TAG,DEL
BONIFACIO,BILAR,,TAG,DEL
BUGANG NORTE,BILAR,,TAG,DEL
BUGANG SUR,BILAR,,TAG,DEL
CABACNITAN (MAGSAYSAY),BILAR,,TAG,DEL
CAMBIGSI,BILAR,,TAG,ODZ
CAMPAGAO,BILAR,,TAG,DEL
CANSUMBOL,BILAR,,TAG,DEL
DAGOHOY,BILAR,,TAG,ODZ
OWAC,BILAR,,TAG,DEL
POBLACION,BILAR,,TAG,DEL
QUEZON,BILAR,,TAG,DEL
RIVERSIDE,BILAR,,TAG,DEL
RIZAL,BILAR,,TAG,ODZ
ROXAS,BILAR,,TAG,DEL
SUBAYON,BILAR,,TAG,DEL
VILLA AURORA,BILAR,,TAG,DEL
VILLA SUERTE,BILAR,,TAG,DEL
YANAYA,BILAR,,TAG,DEL
ZAMORA,BILAR,,TAG,DEL
ANONANG,BUENAVISTA,,TAG,ODZ
ASINAN,BUENAVISTA,,TAG,DEL
BAGO,BUENAVISTA,,TAG,ODZ
BALUARTE,BUENAVISTA,,TAG,ODZ
BANTUAN,BUENAVISTA,,TAG,DEL
BATO,BUENAVISTA,,TAG,DEL
BONOTBONOT,BUENAVISTA,,TAG,DEL
BUGAONG,BUENAVISTA,,TAG,DEL
CAMBUHAT,BUENAVISTA,,TAG,DEL
CAMBUS-OC,BUENAVISTA,,TAG,DEL
CANGAWA,BUENAVISTA,,TAG,DEL
CANTOMUGCAD,BUENAVISTA,,TAG,DEL
CANTORES,BUENAVISTA,,TAG,DEL
CANTUBA,BUENAVISTA,,TAG,DEL
CATIGBIAN,BUENAVISTA,,TAG,DEL
CAWAG,BUENAVISTA,,TAG,DEL
CRUZ,BUENAVISTA,,TAG,DEL
DAIT,BUENAVISTA,,TAG,DEL
EASTERN CABUL-AN,BUENAVISTA,,TAG,ODZ
HUNAN,BUENAVISTA,,TAG,DEL
LAPACAN NORTE,BUENAVISTA,,TAG,DEL
LAPACAN SUR,BUENAVISTA,,TAG,DEL
LUBANG,BUENAVISTA,,TAG,DEL
LUSONG (PLATEAU),BUENAVISTA,,TAG,DEL
MAGKAYA,BUENAVISTA,,TAG,DEL
MERRYLAND,BUENAVISTA,,TAG,DEL
NUEVA GRANADA,BUENAVISTA,,TAG,ODZ
NUEVA MONTANA,BUENAVISTA,,TAG,ODZ
OVERLAND,BUENAVISTA,,TAG,DEL
PANGHAGBAN,BUENAVISTA,,TAG,DEL
POBLACION,BUENAVISTA,,TAG,DEL
PUTING BATO,BUENAVISTA,,TAG,DEL
RUFO HILL,BUENAVISTA,,TAG,DEL
SWEETLAND,BUENAVISTA,,TAG,DEL
WESTERN CABUL-AN,BUENAVISTA,,TAG,ODZ
ABUCAYAN NORTE,CALAPE,,TAG,DEL
ABUCAYAN SUR,CALAPE,,TAG,DEL
BANLASAN,CALAPE,,TAG,DEL
BENTIG,CALAPE,,TAG,DEL
BINOGAWAN,CALAPE,,TAG,DEL
BONBON,CALAPE,,TAG,DEL
CABAYUGAN,CALAPE,,TAG,ODZ
CABUDBURAN,CALAPE,,TAG,ODZ
CALUNASAN,CALAPE,,TAG,DEL
CAMIAS,CALAPE,,TAG,DEL
CANGUHA,CALAPE,,TAG,ODZ
CATMONAN,CALAPE,,TAG,DEL
DESAMPARADOS POBLACION,CALAPE,,TAG,DEL
KAHAYAG,CALAPE,,TAG,DEL
KINABAG-AN,CALAPE,,TAG,DEL
LABUON,CALAPE,,TAG,DEL
LAWIS,CALAPE,,TAG,DEL
LIBORON,CALAPE,,TAG,DEL
LOMBOY,CALAPE,,TAG,DEL
LO-OC,CALAPE,,TAG,DEL
LUCOB,CALAPE,,TAG,DEL
MADANGOG,CALAPE,,TAG,DEL
MAGTONGTONG,CALAPE,,TAG,DEL
MANDAUG,CALAPE,,TAG,DEL
MANTATAO,CALAPE,,TAG,ODZ
SAMPOANGON,CALAPE,,TAG,ODZ
SAN ISIDRO,CALAPE,,TAG,DEL
SANTA CRUZ POBLACION,CALAPE,,TAG,DEL
SOJOTON,CALAPE,,TAG,ODZ
TALISAY,CALAPE,,TAG,DEL
TINBIGAN,CALAPE,,TAG,DEL
TULTUGAN,CALAPE,,TAG,DEL
ULBUJAN,CALAPE,,TAG,DEL
ABIHILAN,CANDIJAY,,TAG,DEL
ANOLING,CANDIJAY,,TAG,DEL
BOYOAN,CANDIJAY,,TAG,DEL
CADAPDAPAN,CANDIJAY,,TAG,DEL
CAMBANI,CANDIJAY,,TAG,ODZ
CANAWA,CANDIJAY,,TAG,DEL
CAN-OLIN,CANDIJAY,,TAG,DEL
COGTONG,CANDIJAY,,TAG,DEL
LA UNION,CANDIJAY,,TAG,DEL
LUNGSODAAN,CANDIJAY,,TAG,DEL
MAHANGIN,CANDIJAY,,TAG,DEL
PAGAHAT,CANDIJAY,,TAG,DEL
PANADTARAN,CANDIJAY,,TAG,DEL
PANAS,CANDIJAY,,TAG,DEL
POBLACION,CANDIJAY,,TAG,DEL
SAN ISIDRO,CANDIJAY,,TAG,DEL
TAMBONGAN,CANDIJAY,,TAG,DEL
TAWID,CANDIJAY,,TAG,DEL
TUBOD,CANDIJAY,,TAG,DEL
TUGAS,CANDIJAY,,TAG,DEL
ALEGRIA,CARMEN,,TAG,DEL
BICAO,CARMEN,,TAG,DEL
BUENAVISTA,CARMEN,,TAG,DEL
BUENOS AIRES,CARMEN,,TAG,DEL
CALATRAVA,CARMEN,,TAG,ODZ
EL PROGRESO,CARMEN,,TAG,DEL
EL SALVADOR,CARMEN,,TAG,ODZ
GUADALUPE,CARMEN,,TAG,DEL
KATIPUNAN,CARMEN,,TAG,DEL
LA LIBERTAD,CARMEN,,TAG,DEL
LA PAZ,CARMEN,,TAG,DEL
LA SALVACION,CARMEN,,TAG,ODZ
LA VICTORIA,CARMEN,,TAG,DEL
MATIN-AO,CARMEN,,TAG,ODZ
MONTEHERMOSO,CARMEN,,TAG,DEL
MONTESUERTE,CARMEN,,TAG,DEL
MONTESUNTING,CARMEN,,TAG,DEL
MONTEVIDEO,CARMEN,,TAG,DEL
NUEVA FUERZA,CARMEN,,TAG,DEL
NUEVA VIDA ESTE,CARMEN,,TAG,DEL
NUEVA VIDA NORTE,CARMEN,,TAG,DEL
NUEVA VIDA SUR,CARMEN,,TAG,DEL
POBLACION NORTE,CARMEN,,TAG,DEL
POBLACION SUR,CARMEN,,TAG,DEL
TAMBO-AN,CARMEN,,TAG,DEL
VALLEHERMOSO,CARMEN,,TAG,DEL
VILLAFLOR,CARMEN,,TAG,DEL
VILLAFUERTE,CARMEN,,TAG,DEL
VILLARCAYO,CARMEN,,TAG,DEL
ALEGRIA,CATIGBIAN,,TAG,DEL
AMBUAN,CATIGBIAN,,TAG,ODZ
BAANG,CATIGBIAN,,TAG,DEL
BAGTIC,CATIGBIAN,,TAG,ODZ
BONGBONG,CATIGBIAN,,TAG,DEL
CAMBAILAN,CATIGBIAN,,TAG,ODZ
CANDUMAYAO,CATIGBIAN,,TAG,DEL
CAUSWAGAN NORTE,CATIGBIAN,,TAG,DEL
HAGBUAYA,CATIGBIAN,,TAG,ODZ
HAGUILANAN,CATIGBIAN,,TAG,DEL
KANG-IRAS,CATIGBIAN,,TAG,DEL
LIBERTAD SUR,CATIGBIAN,,TAG,DEL
LIBORON,CATIGBIAN,,TAG,DEL
MAHAYAG NORTE,CATIGBIAN,,TAG,ODZ
MAHAYAG SUR,CATIGBIAN,,TAG,ODZ
MAITUM,CATIGBIAN,,TAG,ODZ
MANTASIDA,CATIGBIAN,,TAG,DEL
POBLACION,CATIGBIAN,,TAG,DEL
POBLACION WESTE,CATIGBIAN,,TAG,DEL
RIZAL,CATIGBIAN,,TAG,DEL
SINAKAYANAN,CATIGBIAN,,TAG,DEL
TRIPLE UNION,CATIGBIAN,,TAG,DEL
BACANI,CLARIN,,TAG,DEL
BOGTONGBOD,CLARIN,,TAG,DEL
BONBON,CLARIN,,TAG,DEL
BONTUD,CLARIN,,TAG,DEL
BUACAO,CLARIN,,TAG,DEL
BUANGAN,CLARIN,,TAG,DEL
CABOG,CLARIN,,TAG,DEL
CABOY,CLARIN,,TAG,DEL
CALUWASAN,CLARIN,,TAG,DEL
CANDAJEC,CLARIN,,TAG,DEL
CANTOYOC,CLARIN,,TAG,DEL
COMAANG,CLARIN,,TAG,DEL
DANAHAO,CLARIN,,TAG,DEL
KATIPUNAN,CLARIN,,TAG,ODZ
LAJOG,CLARIN,,TAG,DEL
MATAUB,CLARIN,,TAG,DEL
NAHAWAN,CLARIN,,TAG,DEL
POBLACION CENTRO,CLARIN,,TAG,DEL
POBLACION NORTE,CLARIN,,TAG,DEL
POBLACION SUR,CLARIN,,TAG,DEL
TANGARAN,CLARIN,,TAG,DEL
TONTUNAN,CLARIN,,TAG,DEL
TUBOD,CLARIN,,TAG,DEL
VILLAFLOR,CLARIN,,TAG,DEL
ANISLAG,CORELLA,,TAG,DEL
CANANGCA-AN,CORELLA,,TAG,DEL
CANAPNAPAN,CORELLA,,TAG,DEL
CANCATAC,CORELLA,,TAG,DEL
PANDOL,CORELLA,,TAG,DEL
POBLACION,CORELLA,,TAG,DEL
SAMBOG,CORELLA,,TAG,DEL
TANDAY,CORELLA,,TAG,DEL
CORTES,CORTES,,TAG,DEL
DE LA PAZ,CORTES,,TAG,DEL
FATIMA,CORTES,,TAG,DEL
LORETO,CORTES,,TAG,DEL
MALAYO NORTE,CORTES,,TAG,DEL
MALAYO SUR,CORTES,,TAG,DEL
MONSERRAT,CORTES,,TAG,DEL
NEW LOURDES,CORTES,,TAG,DEL
PATRONICIO,CORTES,,TAG,DEL
POBLACION,CORTES,,TAG,DEL
ROSARIO,CORTES,,TAG,DEL
SALVADOR,CORTES,,TAG,DEL
SAN ROQUE,CORTES,,TAG,DEL
UPPER DE LA PAZ,CORTES,,TAG,DEL
BABAG,DAGOHOY,,TAG,DEL
CAGAWASAN,DAGOHOY,,TAG,ODZ
CAGAWITAN,DAGOHOY,,TAG,ODZ
CALUASAN,DAGOHOY,,TAG,DEL
CANDELARIA,DAGOHOY,,TAG,DEL
CAN-OLING,DAGOHOY,,TAG,ODZ
ESTACA,DAGOHOY,,TAG,DEL
LA ESPERANZA,DAGOHOY,,TAG,DEL
MAHAYAG,DAGOHOY,,TAG,DEL
MALITBOG,DAGOHOY,,TAG,DEL
POBLACION,DAGOHOY,,TAG,DEL
SAN MIGUEL,DAGOHOY,,TAG,DEL
SAN VICENTE,DAGOHOY,,TAG,DEL
SANTA CRUZ,DAGOHOY,,TAG,DEL
VILLA AURORA,DAGOHOY,,TAG,DEL
CABATUAN,DANAO,,TAG,ODZ
CANTUBOD,DANAO,,TAG,DEL
CARBON,DANAO,,TAG,ODZ
CONCEPCION,DANAO,,TAG,DEL
DAGOHOY,DANAO,,TAG,ODZ
HIBALE,DANAO,,TAG,DEL
MAGTANGTANG,DANAO,,TAG,DEL
NAHUD,DANAO,,TAG,DEL
POBLACION,DANAO,,TAG,DEL
REMEDIOS,DANAO,,TAG,DEL
SAN CARLOS,DANAO,,TAG,DEL
SAN MIGUEL,DANAO,,TAG,ODZ
SANTA FE,DANAO,,TAG,DEL
SANTO NINO,DANAO,,TAG,DEL
TABOK,DANAO,,TAG,DEL
TAMING,DANAO,,TAG,DEL
VILLA ANUNCIADO,DANAO,,TAG,DEL
BIKING,DAUIS,,TAG,DEL
BINGAG,DAUIS,,TAG,DEL
CATARMAN,DAUIS,,TAG,DEL
DAO,DAUIS,,TAG,DEL
MARIVELES,DAUIS,,TAG,DEL
MAYACABAC,DAUIS,,TAG,DEL
POBLACION,DAUIS,,TAG,DEL
SAN ISIDRO (CANLONGON),DAUIS,,TAG,DEL
SONGCULAN,DAUIS,,TAG,DEL
TABALONG,DAUIS,,TAG,DEL
TINAGO,DAUIS,,TAG,DEL
TOTOLAN,DAUIS,,TAG,DEL
ABIHID,DIMIAO,,TAG,ODZ
ALEMANIA,DIMIAO,,TAG,DEL
BAGUHAN,DIMIAO,,TAG,ODZ
BAKILID,DIMIAO,,TAG,DEL
BALBALAN,DIMIAO,,TAG,DEL
BANBAN,DIMIAO,,TAG,DEL
BAUHUGAN,DIMIAO,,TAG,DEL
BILISAN,DIMIAO,,TAG,DEL
CABAKIAN,DIMIAO,,TAG,ODZ
CABANBANAN,DIMIAO,,TAG,DEL
CADAP-AGAN,DIMIAO,,TAG,DEL
CAMBACOL,DIMIAO,,TAG,DEL
CAMBAYAON,DIMIAO,,TAG,DEL
CANHAYUPON,DIMIAO,,TAG,ODZ
CANLAMBONG,DIMIAO,,TAG,ODZ
CASINGAN,DIMIAO,,TAG,ODZ
CATUGASAN,DIMIAO,,TAG,DEL
DATAG,DIMIAO,,TAG,DEL
GUINDAGUITAN,DIMIAO,,TAG,DEL
GUINGOYURAN,DIMIAO,,TAG,ODZ
ILE,DIMIAO,,TAG,ODZ
LAPSAON,DIMIAO,,TAG,ODZ
LIMOKON ILAOD,DIMIAO,,TAG,DEL
LIMOKON ILAYA,DIMIAO,,TAG,DEL
LUYO,DIMIAO,,TAG,DEL
MALIJAO,DIMIAO,,TAG,ODZ
OAC,DIMIAO,,TAG,ODZ
PAGSA,DIMIAO,,TAG,DEL
PANGIHAWAN,DIMIAO,,TAG,DEL
PUANGYUTA,DIMIAO,,TAG,DEL
SAWANG,DIMIAO,,TAG,DEL
TANGOHAY,DIMIAO,,TAG,DEL
TAONGON CABATUAN,DIMIAO,,TAG,DEL
TAONGON CANANDAM,DIMIAO,,TAG,DEL
TAWID BITAOG,DIMIAO,,TAG,DEL
ALEJAWAN,DUERO,,TAG,DEL
ANGILAN,DUERO,,TAG,ODZ
ANIBOGAN,DUERO,,TAG,ODZ
BANGWALOG,DUERO,,TAG,ODZ
CANSUHAY,DUERO,,TAG,DEL
DANAO,DUERO,,TAG,ODZ
DUAY,DUERO,,TAG,ODZ
GUINSULARAN,DUERO,,TAG,DEL
IMELDA,DUERO,,TAG,ODZ
ITUM,DUERO,,TAG,DEL
LANGKIS,DUERO,,TAG,DEL
LOBOGON,DUERO,,TAG,DEL
MADUA NORTE,DUERO,,TAG,DEL
MADUA SUR,DUERO,,TAG,DEL
MAMBOOL,DUERO,,TAG,DEL
MAWI,DUERO,,TAG,DEL
PAYAO,DUERO,,TAG,ODZ
SAN ANTONIO POBLACION,DUERO,,TAG,DEL
SAN ISIDRO,DUERO,,TAG,DEL
SAN PEDRO,DUERO,,TAG,DEL
TAYTAY,DUERO,,TAG,ODZ
ABIJILAN,GARCIA HERNANDEZ,,TAG,ODZ
ANTIPOLO,GARCIA HERNANDEZ,,TAG,ODZ
BASIAO,GARCIA HERNANDEZ,,TAG,DEL
CAGWANG,GARCIA HERNANDEZ,,TAG,ODZ
CALMA,GARCIA HERNANDEZ,,TAG,DEL
CAMBUYO,GARCIA HERNANDEZ,,TAG,ODZ
CANAYAON EAST,GARCIA HERNANDEZ,,TAG,DEL
CANAYAON WEST,GARCIA HERNANDEZ,,TAG,DEL
CANDANAS,GARCIA HERNANDEZ,,TAG,DEL
CANDULAO,GARCIA HERNANDEZ,,TAG,DEL
CATMON,GARCIA HERNANDEZ,,TAG,DEL
CAYAM,GARCIA HERNANDEZ,,TAG,DEL
CUPA,GARCIA HERNANDEZ,,TAG,DEL
DATAG,GARCIA HERNANDEZ,,TAG,ODZ
ESTACA,GARCIA HERNANDEZ,,TAG,DEL
LIBERTAD,GARCIA HERNANDEZ,,TAG,DEL
LUNGSODAAN EAST,GARCIA HERNANDEZ,,TAG,DEL
LUNGSODAAN WEST,GARCIA HERNANDEZ,,TAG,DEL
MALINAO,GARCIA HERNANDEZ,,TAG,DEL
MANABA,GARCIA HERNANDEZ,,TAG,DEL
PASONG,GARCIA HERNANDEZ,,TAG,ODZ
POBLACION EAST,GARCIA HERNANDEZ,,TAG,DEL
POBLACION WEST,GARCIA HERNANDEZ,,TAG,DEL
SACAON,GARCIA HERNANDEZ,,TAG,DEL
SAMPONG,GARCIA HERNANDEZ,,TAG,ODZ
TABUAN,GARCIA HERNANDEZ,,TAG,DEL
TOGBONGON,GARCIA HERNANDEZ,,TAG,ODZ
ULBUJAN EAST,GARCIA HERNANDEZ,,TAG,DEL
ULBUJAN WEST,GARCIA HERNANDEZ,,TAG,DEL
VICTORIA,GARCIA HERNANDEZ,,TAG,DEL
ALUMAR,GETAFE,,TAG,ODZ
BANACON,GETAFE,,TAG,ODZ
BUYOG,GETAFE,,TAG,ODZ
CABASAKAN,GETAFE,,TAG,DEL
CAMPAO OCCIDENTAL,GETAFE,,TAG,DEL
CAMPAO ORIENTAL,GETAFE,,TAG,DEL
CANGMUNDO,GETAFE,,TAG,DEL
CARLOS P. GARCIA,GETAFE,,TAG,DEL
CORTE BAUD,GETAFE,,TAG,DEL
HANDUMON,GETAFE,,TAG,ODZ
JAGOLIAO,GETAFE,,TAG,ODZ
JANDAYAN NORTE,GETAFE,,TAG,ODZ
JANDAYAN SUR,GETAFE,,TAG,ODZ
MAHANAY (MAHANAY ISLAND),GETAFE,,TAG,ODZ
NASINGIN,GETAFE,,TAG,ODZ
PANDANON,GETAFE,,TAG,ODZ
POBLACION,GETAFE,,TAG,DEL
SAGULSE,GETAFE,,TAG,DEL
SALOG,GETAFE,,TAG,DEL
SAN JOSE,GETAFE,,TAG,DEL
SANTO NINO,GETAFE,,TAG,DEL
TAYTAY,GETAFE,,TAG,DEL
TUGAS,GETAFE,,TAG,DEL
TULANG,GETAFE,,TAG,DEL
BASDIO,GUINDULMAN,,TAG,DEL
BATO,GUINDULMAN,,TAG,DEL
BAYONG,GUINDULMAN,,TAG,ODZ
BIABAS,GUINDULMAN,,TAG,ODZ
BULAWAN,GUINDULMAN,,TAG,DEL
CABANTIAN,GUINDULMAN,,TAG,DEL
CANHAWAY,GUINDULMAN,,TAG,DEL
CANSIWANG,GUINDULMAN,,TAG,ODZ
CASBU,GUINDULMAN,,TAG,DEL
CATUNGAWAN NORTE,GUINDULMAN,,TAG,DEL
CATUNGAWAN SUR,GUINDULMAN,,TAG,DEL
GUINACOT,GUINDULMAN,,TAG,DEL
GULO-ANG,GUINDULMAN,,TAG,DEL
LOMBOG,GUINDULMAN,,TAG,ODZ
MAYUGA,GUINDULMAN,,TAG,ODZ
SAWANG POBLACION,GUINDULMAN,,TAG,DEL
TABAJAN POBLACION,GUINDULMAN,,TAG,DEL
TABUNOK,GUINDULMAN,,TAG,ODZ
TRINIDAD,GUINDULMAN,,TAG,DEL
ANONANG,INABANGA,,TAG,DEL
BADIANG,INABANGA,,TAG,DEL
BAGUHAN,INABANGA,,TAG,ODZ
BAHAN,INABANGA,,TAG,ODZ
BANAHAO,INABANGA,,TAG,ODZ
BAOGO,INABANGA,,TAG,DEL
BUGANG,INABANGA,,TAG,DEL
CAGAWASAN,INABANGA,,TAG,ODZ
CAGAYAN,INABANGA,,TAG,DEL
CAMBITOON,INABANGA,,TAG,DEL
CANLINTE,INABANGA,,TAG,ODZ
CAWAYAN,INABANGA,,TAG,DEL
COGON,INABANGA,,TAG,DEL
CUAMING,INABANGA,,TAG,ODZ
DAGNAWAN,INABANGA,,TAG,DEL
DAGOHOY,INABANGA,,TAG,DEL
DAIT SUR,INABANGA,,TAG,DEL
DATAG,INABANGA,,TAG,ODZ
FATIMA,INABANGA,,TAG,DEL
HAMBONGAN,INABANGA,,TAG,ODZ
ILAUD POBLACION,INABANGA,,TAG,DEL
ILAYA,INABANGA,,TAG,DEL
ILIHAN,INABANGA,,TAG,DEL
LAPACAN NORTE,INABANGA,,TAG,DEL
LAPACAN SUR,INABANGA,,TAG,DEL
LAWIS,INABANGA,,TAG,DEL
LILOAN NORTE,INABANGA,,TAG,DEL
LILOAN SUR,INABANGA,,TAG,DEL
LOMBOY,INABANGA,,TAG,ODZ
LONOY CAINSICAN,INABANGA,,TAG,DEL
LONOY ROMA,INABANGA,,TAG,DEL
LUTAO,INABANGA,,TAG,DEL
LUYO,INABANGA,,TAG,DEL
MABUHAY,INABANGA,,TAG,DEL
MARIA ROSARIO,INABANGA,,TAG,DEL
NABUAD,INABANGA,,TAG,DEL
NAPO,INABANGA,,TAG,ODZ
ONDOL,INABANGA,,TAG,DEL
POBLACION,INABANGA,,TAG,DEL
RIVERSIDE,INABANGA,,TAG,ODZ
SAA,INABANGA,,TAG,DEL
SAN ISIDRO,INABANGA,,TAG,DEL
SAN JOSE,INABANGA,,TAG,DEL
SANTO NINO,INABANGA,,TAG,ODZ
SANTO ROSARIO,INABANGA,,TAG,DEL
SUA,INABANGA,,TAG,ODZ
TAMBOOK,INABANGA,,TAG,DEL
TUNGOD,INABANGA,,TAG,DEL
UBUJAN,INABANGA,,TAG,DEL
U-OG,INABANGA,,TAG,DEL
ALEJAWAN,JAGNA,,TAG,DEL
BALILI,JAGNA,,TAG,ODZ
BOCTOL,JAGNA,,TAG,DEL
BUNGA ILAYA,JAGNA,,TAG,DEL
BUNGA MAR,JAGNA,,TAG,DEL
BUYOG,JAGNA,,TAG,ODZ
CABUNGA-AN,JAGNA,,TAG,DEL
CALABACITA,JAGNA,,TAG,ODZ
CAMBUGASON,JAGNA,,TAG,DEL
CAN-IPOL,JAGNA,,TAG,DEL
CANJULAO,JAGNA,,TAG,DEL
CANTAGAY,JAGNA,,TAG,DEL
CANTUYOC,JAGNA,,TAG,DEL
CAN-UBA,JAGNA,,TAG,DEL
CAN-UPAO,JAGNA,,TAG,DEL
FARAON,JAGNA,,TAG,DEL
IPIL,JAGNA,,TAG,DEL
KINAGBAAN,JAGNA,,TAG,DEL
LACA,JAGNA,,TAG,ODZ
LARAPAN,JAGNA,,TAG,DEL
LONOY,JAGNA,,TAG,DEL
LOOC,JAGNA,,TAG,DEL
MALBOG,JAGNA,,TAG,DEL
MAYANA,JAGNA,,TAG,ODZ
NAATANG,JAGNA,,TAG,DEL
NAUSOK,JAGNA,,TAG,DEL
ODIONG,JAGNA,,TAG,DEL
PAGINA,JAGNA,,TAG,DEL
PANGDAN,JAGNA,,TAG,DEL
POBLACION (PONDOL),JAGNA,,TAG,DEL
TEJERO,JAGNA,,TAG,DEL
TUBOD MAR,JAGNA,,TAG,DEL
TUBOD MONTE,JAGNA,,TAG,DEL
BANBAN,LILA,,TAG,DEL
BONKOKAN ILAYA,LILA,,TAG,DEL
BONKOKAN UBOS,LILA,,TAG,DEL
CALVARIO,LILA,,TAG,DEL
CANDULANG,LILA,,TAG,DEL
CATUGASAN,LILA,,TAG,DEL
CAYUPO,LILA,,TAG,DEL
COGON,LILA,,TAG,DEL
JAMBAWAN,LILA,,TAG,DEL
LA FORTUNA,LILA,,TAG,DEL
LOMANOY,LILA,,TAG,DEL
MACALINGAN,LILA,,TAG,DEL
MALINAO EAST,LILA,,TAG,DEL
MALINAO WEST,LILA,,TAG,DEL
NAGSULAY,LILA,,TAG,DEL
POBLACION,LILA,,TAG,DEL
TAUG,LILA,,TAG,DEL
TIGUIS,LILA,,TAG,DEL
AGAPE,LOAY,,TAG,DEL
ALEGRIA NORTE,LOAY,,TAG,DEL
ALEGRIA SUR,LOAY,,TAG,DEL
BONBON,LOAY,,TAG,DEL
BOTOC OCCIDENTAL,LOAY,,TAG,DEL
BOTOC ORIENTAL,LOAY,,TAG,DEL
CALVARIO,LOAY,,TAG,DEL
CONCEPCION,LOAY,,TAG,DEL
HINAWANAN,LOAY,,TAG,DEL
LAS SALINAS NORTE,LOAY,,TAG,DEL
LAS SALINAS SUR,LOAY,,TAG,DEL
PALO,LOAY,,TAG,DEL
POBLACION IBABAO,LOAY,,TAG,DEL
POBLACION UBOS,LOAY,,TAG,DEL
SAGNAP,LOAY,,TAG,DEL
TAMBANGAN,LOAY,,TAG,DEL
TANGCASAN NORTE,LOAY,,TAG,DEL
TANGCASAN SUR,LOAY,,TAG,DEL
TAYONG OCCIDENTAL,LOAY,,TAG,DEL
TAYONG ORIENTAL,LOAY,,TAG,DEL
TOCDOG DACU,LOAY,,TAG,DEL
TOCDOG ILAYA,LOAY,,TAG,DEL
VILLALIMPLA,LOAY,,TAG,DEL
YANANGAN,LOAY,,TAG,DEL
AGAPE,LOBOC,,TAG,DEL
ALEGRIA,LOBOC,,TAG,DEL
BAGUMBAYAN,LOBOC,,TAG,DEL
BAHIAN,LOBOC,,TAG,DEL
BONBON LOWER,LOBOC,,TAG,DEL
BONBON UPPER,LOBOC,,TAG,DEL
BUENAVISTA,LOBOC,,TAG,DEL
BUGHO,LOBOC,,TAG,DEL
CABADIANGAN,LOBOC,,TAG,DEL
CALUNASAN NORTE,LOBOC,,TAG,DEL
CALUNASAN SUR,LOBOC,,TAG,DEL
CAMAYAAN,LOBOC,,TAG,DEL
CAMBANCE,LOBOC,,TAG,DEL
CANDABONG,LOBOC,,TAG,DEL
CANDASAG,LOBOC,,TAG,DEL
CANLASID,LOBOC,,TAG,DEL
GON-OB,LOBOC,,TAG,DEL
GOTOZON,LOBOC,,TAG,DEL
JIMILIAN,LOBOC,,TAG,DEL
OY,LOBOC,,TAG,DEL
POBLACION ONDOL,LOBOC,,TAG,DEL
POBLACION SAWANG,LOBOC,,TAG,DEL
QUINOGUITAN,LOBOC,,TAG,DEL
TAYTAY,LOBOC,,TAG,DEL
TIGBAO,LOBOC,,TAG,DEL
UGPONG,LOBOC,,TAG,DEL
VALLADOLID,LOBOC,,TAG,DEL
VILLAFLOR,LOBOC,,TAG,DEL
AGSOSO,LOON,,TAG,DEL
BADBAD OCCIDENTAL,LOON,,TAG,DEL
BADBAD ORIENTAL,LOON,,TAG,DEL
BAGACAY KATIPUNAN,LOON,,TAG,ODZ
BAGACAY KAWAYAN,LOON,,TAG,ODZ
BAGACAY SAONG,LOON,,TAG,ODZ
BAHI,LOON,,TAG,ODZ
BASAC,LOON,,TAG,DEL
BASDACU,LOON,,TAG,DEL
BASDIO,LOON,,TAG,DEL
BIASONG,LOON,,TAG,DEL
BONGCO,LOON,,TAG,ODZ
BUGHO,LOON,,TAG,ODZ
CABACONGAN,LOON,,TAG,ODZ
CABADUG,LOON,,TAG,ODZ
CABUG,LOON,,TAG,ODZ
CALAYUGAN NORTE,LOON,,TAG,DEL
CALAYUGAN SUR,LOON,,TAG,DEL
CAMBAQUIZ,LOON,,TAG,ODZ
CAMPATUD,LOON,,TAG,ODZ
CANDAIGAN,LOON,,TAG,ODZ
CANHANGDON OCCIDENTAL,LOON,,TAG,DEL
CANHANGDON ORIENTAL,LOON,,TAG,DEL
CANIGAAN,LOON,,TAG,ODZ
CANMAAG,LOON,,TAG,ODZ
CANMANOC,LOON,,TAG,ODZ
